stid,station_name,lat,lon,elev,begints,iem_network
VVG,The VIllages,28.944640000000003,-81.96981,26.9418,2001-04-30 23:05:00-05,FL_ASOS
TIX,TITUSVILLE,28.5148,-80.79923000000001,11.0,1976-06-01 08:00:00-05,FL_ASOS
1J0,Tri County,30.8458,-85.6014,26.0,2011-07-20 11:58:00-05,FL_ASOS
PAM,TYNDALL AFB,30.069570000000002,-85.57542,5.0,1948-01-01 00:00:00-06,FL_ASOS
VDF,VANDENBERG AIRPORT/TAMPA,28.01397,-82.34528,7.0,2001-02-28 23:42:00-06,FL_ASOS
VNC,Venice,27.0716,-82.4403,6.0,2011-02-04 07:55:00-06,FL_ASOS
VRB,VERO BEACH MUNI,27.655559999999998,-80.41794,8.0,1949-01-31 23:00:00-06,FL_ASOS
LNA,West Palm Beach,26.5925,-80.0848,8.12399,,FL_ASOS
F45,West Palm Beach,26.84592,-80.22233,8.88546,,FL_ASOS
PBI,WEST PALM BEACH,26.6847,-80.0994,6.0,1948-01-01 05:00:00-06,FL_ASOS
NSE,WHITING FLD NAS-N.,30.7242,-87.0219,61.0,1947-01-01 06:00:00-06,FL_ASOS
X60,Williston,29.3557,-82.4719,25.3371,2015-09-15 10:35:00-05,FL_ASOS
GIF,WINTER HAVEN (ASOS),28.062920000000002,-81.75331,44.0,1996-07-01 02:51:00-05,FL_ASOS
SUA,WITHAM FIELD AIRPORT/STUART,27.18,-80.22,6.0,2000-10-10 14:55:00-05,FL_ASOS
ZPH,Zephyrville,28.228140000000003,-82.15593,29.1026,2012-08-14 00:15:00-05,FL_ASOS
ABY,ALBANY MUNICIPAL,31.53552,-84.19447,59.0,1948-01-01 00:00:00-06,GA_ASOS
AMG,ALMA/BACON CO.,31.53606,-82.50656,61.0,1948-12-31 23:00:00-06,GA_ASOS
ACJ,Americus,32.11081,-84.18885999999999,143.0,2011-07-18 11:15:00-05,GA_ASOS
AHN,ATHENS MUNICIPAL,33.9486,-83.32635,247.0,1955-09-01 00:00:00-05,GA_ASOS
PDK,ATLANTA/DEKALB,33.875609999999995,-84.30197,305.0,1981-08-01 10:00:00-05,GA_ASOS
FTY,ATLANTA/FULTON CO.,33.78,-84.52,256.0,1972-12-31 23:00:00-06,GA_ASOS
ATL,ATLANTA INTL ARPT,33.6301,-84.4418,315.0,1947-12-31 23:00:00-06,GA_ASOS
DNL,AUGUSTA,33.46687,-82.0382,130.0,1996-07-01 02:54:00-05,GA_ASOS
AGS,AUGUSTA/BUSH FIELD,33.36994,-81.9645,45.0,1947-12-31 23:00:00-06,GA_ASOS
BGE,BAINBRIDGE/DECATUR COUNTY INDUS,30.9716,-84.63693,43.0,2002-06-30 23:00:00-05,GA_ASOS
BHC,Baxley,31.7138,-82.3938,64.042,2014-01-18 11:55:00-06,GA_ASOS
DZJ,Blairsville,34.85443,-83.99733,582.0,2008-10-31 23:03:00-05,GA_ASOS
BIJ,BLAKELY,31.397509999999997,-84.8948,65.0,2006-01-31 23:20:00-06,GA_ASOS
BQK,BRUNSWICK/GLYNCO,31.258809999999997,-81.4665,8.0,1972-12-31 23:00:00-06,GA_ASOS
SSI,BRUNSWICK/MALCOLM,31.15222,-81.39083000000001,6.0,1948-11-30 23:00:00-06,GA_ASOS
6A1,Butler,32.5674,-84.2507,203.0,2011-10-23 17:15:00-05,GA_ASOS
CZL,Calhoun,34.4554,-84.9392,193.826,2015-04-09 19:55:00-05,GA_ASOS
CXU,Camilla,31.2132,-84.2352,51.8067,2015-04-02 10:55:00-05,GA_ASOS
18A,Canon,34.3404,-83.1308,258.55,2015-04-07 22:55:00-05,GA_ASOS
47A,CANTON/CHEROKEE_CNTY_ARPT,34.310559999999995,-84.42389,372.0,2004-03-31 23:00:00-06,GA_ASOS
CTJ,Carrollton,33.6317,-85.15226,353.9,2010-01-31 23:01:00-06,GA_ASOS
VPC,CARTERSVILLE AIRPORT,34.12315,-84.84871,233.0,2000-03-22 12:01:00-06,GA_ASOS
CNI,Cherokee County,34.3106,-84.4239,372.0,2011-10-12 16:55:00-05,GA_ASOS
CWV,Claxton,32.19506,-81.86955999999999,34.0,2007-10-31 23:06:00-05,GA_ASOS
CSG,COLUMBUS METRO ARPT,32.51611,-84.94221999999999,121.0,1947-12-31 23:00:00-06,GA_ASOS
CKF,Cordele,31.98883,-83.77391999999999,93.43700000000001,2012-09-13 21:55:00-05,GA_ASOS
AJR,Cornelia,34.4998,-83.5567,434.79400000000004,2015-04-08 07:55:00-05,GA_ASOS
9A1,Covington,33.6325,-83.8496,242.0,2010-09-01 07:40:00-05,GA_ASOS
CVC,Covington ,33.6323,-83.8474,238.558,2013-12-12 13:35:00-06,GA_ASOS
PUJ,Dallas,33.912040000000005,-84.94062,393.0,2011-05-26 13:15:00-05,GA_ASOS
DNN,DALTON MUNI AIRPORT,34.72,-84.87,216.0,1998-05-31 23:00:00-05,GA_ASOS
MGE,DOBBINS AFB/MARIETT,33.91533,-84.51633000000001,326.0,1947-12-31 23:00:00-06,GA_ASOS
17J,Donalsonville,31.006999999999998,-84.8776,47.2481,,GA_ASOS
DQH,DOUGLAS_MUNI_ARPT,31.476670000000002,-82.86055999999999,78.0,2003-12-01 11:00:00-06,GA_ASOS
DBN,Dublin,32.56442,-82.98528,94.0,2005-06-30 23:00:00-05,GA_ASOS
EZM,Eastman,32.2164,-83.1287,93.0,2011-10-23 17:15:00-05,GA_ASOS
EBA,Elberton,34.0954,-82.8175,180.63299999999998,2015-04-10 19:55:00-05,GA_ASOS
49A,Ellijay,34.6301,-84.5271,444.842,2015-04-08 07:55:00-05,GA_ASOS
FZG,Fitzgerald,31.6839,-83.2709,104.145,2012-06-21 19:35:00-05,GA_ASOS
LSF,FORT BENNING,32.33733,-84.99133,71.0,1947-12-31 23:00:00-06,GA_ASOS
LHW,FT STEWART/WRIGHT,31.8891,-81.56233,14.0,1967-02-01 00:00:00-06,GA_ASOS
GVL,GAINSVILLE,34.27194,-83.83028,38.0,1996-07-01 02:53:00-05,GA_ASOS
3J7,Greensboro,33.5977,-83.139,206.0,2005-04-30 23:01:00-05,GA_ASOS
HMP,Hampton,33.38991,-84.33103,256.725,2016-11-08 08:15:00-06,GA_ASOS
4A7,Hampton,33.3891,-84.3324,257.574,2015-05-14 08:15:00-05,GA_ASOS
AZE,Hazlehurst,31.8847,-82.6474,79.0952,2012-07-06 09:35:00-05,GA_ASOS
HOE,Homerville,31.05592,-82.77414,56.7,2007-01-31 23:20:00-06,GA_ASOS
SVN,HUNTER (AAF),32.010020000000004,-81.14599,13.0,1947-12-31 23:00:00-06,GA_ASOS
19A,Jackson County Airport,34.1759,-83.5616,290.0,2011-09-28 16:55:00-05,GA_ASOS
JZP,Jasper,34.4535,-84.4572,457.98800000000006,2015-04-08 07:55:00-05,GA_ASOS
JCA,Jefferson,34.1739,-83.5583,283.649,2016-04-29 15:35:00-05,GA_ASOS
JES,Jesup,31.55397,-81.8825,32.6,2010-05-13 12:19:00-05,GA_ASOS
9A5,LaFayette,34.6885,-85.2903,236.013,2015-04-09 19:55:00-05,GA_ASOS
LGC,LA_GRANGE,33.00886,-85.07261,211.0,2000-06-23 11:30:00-05,GA_ASOS
LZU,LAWRENCEVILLE,33.97808,-83.96238000000001,323.0,2000-09-12 06:02:00-05,GA_ASOS
2J3,Louisville,32.9865,-82.3857,97.5989,,GA_ASOS
MCN,MACON/LEWIS WILSON,32.69285,-83.64921,110.0,1948-12-01 05:00:00-06,GA_ASOS
RYY,MARIETTA,34.013059999999996,-84.59861,317.0,2000-09-12 05:50:00-05,GA_ASOS
MLJ,Milledgeville,33.15417,-83.24069,117.0,2005-04-30 23:02:00-05,GA_ASOS
D73,Monroe,33.7825,-83.6928,256.934,,GA_ASOS
VAD,MOODY AFB/VALDOSTA,30.96783,-83.193,71.0,1951-07-01 00:00:00-05,GA_ASOS
MGR,MOULTRIE,31.08492,-83.80325,90.0,1951-10-01 05:00:00-06,GA_ASOS
CCO,NEWNAN COWETA COUNTY AIRPORT,33.31,-84.77,296.0,1998-05-31 23:00:00-05,GA_ASOS
FFC,PEACHTREE CITY,33.35528,-84.56694,264.0,1996-01-31 23:00:00-06,GA_ASOS
PXE,Perry,32.5106,-83.7673,125.39200000000001,2014-07-09 14:55:00-05,GA_ASOS
PIM,Pine Mountain,32.8407,-84.8824,272.096,2016-05-22 00:55:00-05,GA_ASOS
RMG,ROME/RUSSELL(RAMOS),34.34778,-85.16111,196.0,1947-12-31 23:00:00-06,GA_ASOS
OKZ,Sandersville ,32.9667,-82.8382,128.724,2014-07-15 09:15:00-05,GA_ASOS
SAV,SAVANNAH MUNICIPAL,32.12758,-81.20214,15.0,1947-12-31 23:00:00-06,GA_ASOS
6A2,Spalding,33.227,-84.2749,292.0,2011-11-19 08:15:00-06,GA_ASOS
TBR,STATESBORO/BULLOCH CO,32.48274,-81.73694,57.0,2001-06-30 23:02:00-05,GA_ASOS
SBO,Swainsboro,32.609140000000004,-82.36994,327.0,2011-07-06 07:55:00-05,GA_ASOS
JYL,SYLVANIA,32.64528,-81.59711,57.0,2004-01-31 23:00:00-06,GA_ASOS
OPN,THOMASTON,32.95395,-84.25936999999999,243.0,2000-10-04 07:43:00-05,GA_ASOS
TVI,Thomasville,30.901790000000002,-83.88113,80.0,2010-06-12 11:00:00-05,GA_ASOS
HQU,THOMSON,33.529720000000005,-82.51639,152.0,2003-06-30 23:00:00-05,GA_ASOS
TMA,Tifton,31.42898,-83.48855,108.2,2004-01-31 23:59:00-06,GA_ASOS
TOC,Toccoa,34.5928,-83.2964,295.528,2012-06-08 07:15:00-05,GA_ASOS
VLD,VALDOSTA REGIONAL,30.7825,-83.27667,62.0,1947-12-31 23:00:00-06,GA_ASOS
VDI,VIDALIA MUNI AIRPORT,32.19,-82.37,84.0,1999-01-31 23:10:00-06,GA_ASOS
WRB,WARNER ROBINS AFB,32.64014,-83.59185,90.0,1947-12-31 23:00:00-06,GA_ASOS
IIY,Washington,33.77942,-82.81583,191.419,2002-01-31 23:19:00-06,GA_ASOS
AYS,WAYCROSS/WARE CO.,31.24908,-82.39549,46.0,1983-10-31 23:00:00-06,GA_ASOS
WDR,WINDER,33.982859999999995,-83.66741999999999,287.0,2000-10-20 14:17:00-05,GA_ASOS
PHSF,BRADSHAW_AAF/HAWAII,19.76001,-155.55377,1887.0,1973-02-01 17:00:00-06,HI_ASOS
PHIK,Hickman AFB,21.3187,-157.9224,5.8423300000000005,1948-01-01 04:00:00-06,HI_ASOS
PHTO,HILO/LYMAN_FIELD_(ASOS),19.72026,-155.04847,11.0,1949-10-01 10:00:00-06,HI_ASOS
PHNL,HONOLULU_INTL/OAHU_(ASOS),21.31868,-157.92243,5.0,1948-01-01 04:00:00-06,HI_ASOS
PHOG,KAHULUI_ARPT/MAUI_(ASOS),20.9,-156.43,20.0,1959-01-01 04:00:00-06,HI_ASOS
PHJR,KALAELOA_AIRPORT,21.30735,-158.0703,10.0,1949-01-01 10:00:00-06,HI_ASOS
PHNG,KANEOHE_MCAS/OAHU,21.45092,-157.76293,3.0,1948-01-01 04:00:00-06,HI_ASOS
PHKO,KEAHOLE_POINT/KONA_(ASOS),19.738770000000002,-156.04563000000002,13.0,1973-01-01 16:00:00-06,HI_ASOS
PHBK,KEKAHA,22.02277,-159.78506000000002,4.0,1966-06-01 13:00:00-05,HI_ASOS
PHJH,LAHAINA/WEST_MAUI,20.963,-156.67479,40.0,1987-04-01 10:30:00-06,HI_ASOS
PHNY,LANAI_CITY_AIRPORT,20.785610000000002,-156.95141999999998,399.0,1975-02-01 13:00:00-06,HI_ASOS
PHLI,LIHUE/KAUAI_ISLAND_(ASOS),21.98389,-159.34056,45.0,1950-02-01 10:00:00-06,HI_ASOS
PHMK,MOLOKAI_(ASOS),21.15289,-157.09626,137.0,1973-01-01 11:00:00-06,HI_ASOS
PMDY,Sand Island,28.208190000000002,-177.37564,7.68665,1950-07-01 08:00:00-05,HI_ASOS
PHHI,WHEELER_AFB/OAHU,21.47757,-158.04432,255.0,1948-01-01 04:00:00-06,HI_ASOS
BOI,BOISE MUNICIPAL,43.56667,-116.24056000000002,874.0,1948-01-01 07:00:00-06,ID_ASOS
65S,Bonners Ferry,48.726000000000006,-116.2952,711.0,2011-01-31 14:55:00-06,ID_ASOS
BYI,BURLEY MUNICIPAL,42.5426,-113.77153999999999,1265.0,1948-01-01 03:00:00-06,ID_ASOS
EUL,CALDWELL,43.64186,-116.63578000000001,740.0,1992-07-01 01:00:00-05,ID_ASOS
LLJ,CHALLIS (AMOS),44.52278,-114.215,1546.0,1983-07-01 04:00:00-05,ID_ASOS
COE,COEUR D ALENE(AWOS),47.77431,-116.81958,707.0,1948-01-01 02:00:00-06,ID_ASOS
DIJ,Driggs,43.741929999999996,-111.09786000000001,1898.0,2006-03-01 02:56:00-06,ID_ASOS
P69,ELK CITY (RAMOS),46.14417,-115.59638999999999,1249.0,1983-10-01 01:00:00-05,ID_ASOS
GIC,Grangeville,45.94256,-116.12342,1010.0,2011-04-18 13:16:00-05,ID_ASOS
SUN,HAILEY/FRIEDMAN MEM,43.50378,-114.29555,1620.0,1973-01-01 11:00:00-06,ID_ASOS
IDA,IDAHO FALLS/FANNING,43.51372,-112.07075,1445.0,1948-01-01 01:00:00-06,ID_ASOS
JER,JEROME COUNTY AIRPORT,42.726690000000005,-114.45664,1222.0,1998-03-01 01:53:00-06,ID_ASOS
LWS,LEWISTON (AMOS),46.3745,-117.01539,438.0,1948-01-01 08:00:00-06,ID_ASOS
77M,MALTA,42.316,-113.334,1375.0,1985-03-01 06:00:00-06,ID_ASOS
MYL,MC CALL,44.88889,-116.10167,1531.0,1983-12-01 01:00:00-06,ID_ASOS
MUO,MOUNTAIN HOME AFB,43.0436,-115.87243000000001,913.0,1949-05-01 02:00:00-05,ID_ASOS
MLP,MULLAN PASS VOR,47.45417,-115.66972,1837.0,1948-01-01 02:00:00-06,ID_ASOS
MAN,Nampa Mun,43.5813,-116.5231,771.0,2010-05-26 10:15:00-05,ID_ASOS
PIH,POCATELLO MUNICIPAL,42.90981,-112.59591999999999,1365.0,1948-01-01 07:00:00-06,ID_ASOS
RXE,REXBURG-MADISON COUNTY AIRPORT,43.833909999999996,-111.8051,1481.0,1998-09-01 01:53:00-05,ID_ASOS
SMN,SALMON/LEMHI (AWOS),45.12378,-113.88133,1233.0,1973-02-01 12:00:00-06,ID_ASOS
SZT,SANDPOINT,48.299440000000004,-116.56,648.0,2003-08-01 02:10:00-05,ID_ASOS
U78,SODA SPRINGS/TIGERT,42.64159,-111.57994,1780.0,1984-03-01 13:00:00-06,ID_ASOS
SNT,STANLEY RANGER STATION,44.17,-114.93,1980.0,1998-04-01 01:51:00-06,ID_ASOS
TWF,TWIN FALLS/JOSLIN,42.481809999999996,-114.48775,1265.0,1973-01-01 07:00:00-06,ID_ASOS
ALN,ALTON/ST LOUIS R,38.889920000000004,-90.04599,166.0,1972-12-31 18:00:00-06,IL_ASOS
BMI,BLOOMINGTON/NORM,40.477109999999996,-88.91592,267.0,1976-04-02 09:00:00-06,IL_ASOS
CPS,CAHOKIA/ST LOUIS,38.57073,-90.15621999999999,126.0,1978-12-19 17:48:00-06,IL_ASOS
CIR,Cairo,37.0647,-89.2196,97.8,2004-09-04 11:05:00-05,IL_ASOS
MDH,CARBONDALE/MURPH,37.78,-89.25,130.0,1973-01-01 07:00:00-06,IL_ASOS
CUL,Carmi,38.08948,-88.12306,118.0,2004-07-13 06:06:00-05,IL_ASOS
ENL,CENTRALIA,38.51508,-89.09114,163.0,2001-12-31 18:00:00-06,IL_ASOS
CMI,CHAMPAIGN/URBANA,40.03883,-88.27781,228.0,1972-12-31 18:00:00-06,IL_ASOS
MDW,CHICAGO,41.78597,-87.75242,188.0,1956-12-31 18:00:00-06,IL_ASOS
ARR,CHICAGO/AURORA,41.77,-88.48,215.0,1983-11-03 17:00:00-06,IL_ASOS
DPA,CHICAGO/DUPAGE,41.907779999999995,-88.24861,231.0,1972-12-31 18:00:00-06,IL_ASOS
IGQ,CHICAGO/LANSING,41.53492,-87.52953000000001,188.0,2003-05-31 19:00:00-05,IL_ASOS
CGX,CHICAGO/MEIGS,41.8588,-87.6079,181.0,1972-12-31 18:00:00-06,IL_ASOS
ORD,CHICAGO O HARE,41.98754,-87.93193000000001,200.0,1946-10-01 00:00:00-06,IL_ASOS
DNV,DANVILLE,40.1997,-87.59552,212.0,1972-12-31 18:00:00-06,IL_ASOS
DEC,DECATUR,39.834559999999996,-88.86569,207.0,1973-01-01 07:00:00-06,IL_ASOS
DKB,DE KALB,41.93383,-88.70569,279.0,1972-12-31 18:00:00-06,IL_ASOS
1H2,EFFINGHAM,39.07045,-88.53352,179.0,2003-05-31 19:00:00-05,IL_ASOS
FWC,FAIRFIELD,38.37863,-88.41265,133.0,2001-12-31 18:00:00-06,IL_ASOS
FOA,FLORA,38.66499,-88.45311,144.0,2001-12-31 18:00:00-06,IL_ASOS
FEP,FREEPORT,42.246159999999996,-89.58199,262.0,2003-05-31 19:00:00-05,IL_ASOS
GBG,GALESBURG,40.938,-90.43114,245.0,1982-02-28 08:00:00-06,IL_ASOS
HSB,HARRISBURG,37.81126,-88.55026,121.0,2001-12-31 18:00:00-06,IL_ASOS
IJX,JACKSONVILLE,39.774609999999996,-90.23827,190.0,2001-07-31 00:03:00-05,IL_ASOS
JOT,JOLIET,41.51769,-88.17560999999999,177.0,2001-04-12 07:00:00-05,IL_ASOS
IKK,KANKAKEE,41.07139,-87.84628000000001,192.0,2003-05-31 19:00:00-05,IL_ASOS
C75,LACON,41.019290000000005,-89.38642,173.0,2003-05-31 19:00:00-05,IL_ASOS
LWV,LAWRENCEVILLE,38.76428,-87.6055,131.0,1996-09-30 19:53:00-05,IL_ASOS
AAA,Lincoln,40.15869,-89.33503,182.0,2001-09-06 10:05:00-05,IL_ASOS
3LF,Litchfield,39.162490000000005,-89.67464,210.0,2004-09-21 06:05:00-05,IL_ASOS
MQB,MACOMB MUNI,40.52,-90.65,215.0,2001-08-09 12:20:00-05,IL_ASOS
MWA,MARION REGIONAL,37.75497,-89.01108,144.0,1976-01-16 07:00:00-06,IL_ASOS
MTO,MATTOON/CHARLEST,39.477940000000004,-88.27924,214.0,1973-01-03 11:00:00-06,IL_ASOS
M30,Metropolis  IL,37.18589,-88.75061,384.0,2004-08-03 06:05:00-05,IL_ASOS
MLI,Moline,41.44853,-90.50754,181.0,1929-07-08 20:00:00-05,IL_ASOS
C09,MORRIS-WASHBURN,41.42528,-88.41861,178.0,2003-05-31 19:00:00-05,IL_ASOS
AJG,Mount Carmel,38.60655,-87.72669,131.0,2004-08-03 16:25:00-05,IL_ASOS
I63,Mount Sterling,39.9875,-90.8042,219.738,2015-06-28 15:15:00-05,IL_ASOS
MVN,MOUNT VERNON,38.32333,-88.85833000000001,146.0,1973-01-01 10:00:00-06,IL_ASOS
OLY,OLNEY-NOBLE,38.72183,-88.17643000000001,147.0,2001-07-31 00:05:00-05,IL_ASOS
PWK,PALWAUKEE,42.12083,-87.90472,203.0,1995-08-07 13:10:00-05,IL_ASOS
PRG,PARIS,39.7,-87.67,199.0,2001-07-31 00:07:00-05,IL_ASOS
PIA,PEORIA,40.6675,-89.6839,205.0,1956-12-31 18:00:00-06,IL_ASOS
VYS,PERU,41.35187,-89.15308,199.0,2001-07-31 00:06:00-05,IL_ASOS
PPQ,PITTSFIELD,39.63886,-90.77843,216.0,2001-07-31 00:05:00-05,IL_ASOS
PNT,PONTIAC,40.924440000000004,-88.62394,201.0,2001-08-31 08:28:00-05,IL_ASOS
UIN,QUINCY,39.94285,-91.19458,234.0,1948-12-01 06:00:00-06,IL_ASOS
TIP,RANTOUL         ,40.29356,-88.14239,225.0,2001-09-30 00:09:00-05,IL_ASOS
RSV,Robinson,39.016040000000004,-87.64978,141.0,2003-11-30 00:05:00-06,IL_ASOS
RPJ,Rochelle,41.893,-89.07829,238.0,2001-11-30 00:07:00-06,IL_ASOS
RFD,ROCKFORD,42.1927,-89.09299999999999,221.0,1958-11-01 00:00:00-06,IL_ASOS
LOT,ROMEOVILLE/CHI,41.608109999999996,-88.09619,205.0,2000-03-28 18:50:00-06,IL_ASOS
SLO,SALEM/LECKRONE,38.64287,-88.96419,175.0,1972-12-31 18:00:00-06,IL_ASOS
SFY,Savanna,42.04583,-90.10794,188.0,2004-01-31 00:05:00-06,IL_ASOS
BLV,SCOTT AFB/BELLEV,38.54517,-89.83519,138.0,1938-01-01 01:00:00-06,IL_ASOS
SAR,SPARTA,38.15,-89.7,164.0,2001-07-31 00:06:00-05,IL_ASOS
SPI,SPRINGFIELD,39.8447,-89.6839,181.0,1956-12-31 18:00:00-06,IL_ASOS
SQI,STERLING ROCKFAL,41.74283,-89.67631,197.0,1991-08-01 04:00:00-05,IL_ASOS
TAZ,TAYLORVILLE,39.53417,-89.32778,190.0,2001-09-30 05:46:00-05,IL_ASOS
UGN,WAUKEGAN,42.42216,-87.86791,222.0,1989-05-01 06:00:00-05,IL_ASOS
AID,ANDERSON MUNICIP,40.10861,-85.613,280.0,1987-12-31 06:00:00-06,IN_ASOS
ANQ,Angola,41.6397,-85.08349,293.448,2013-05-06 21:15:00-05,IN_ASOS
GWB,Auburn,41.30717,-85.06436,268.2,2008-02-29 18:05:00-06,IN_ASOS
HLB,Batesville,39.3445,-85.2583,296.38599999999997,2017-09-28 09:55:00-05,IN_ASOS
BMG,Bloomington,39.146029999999996,-86.61669,257.0,1972-12-31 18:00:00-06,IN_ASOS
BAK,COLUMBUS/BALKALA,39.26192,-85.89633,200.0,1949-07-06 00:00:00-05,IN_ASOS
CFJ,Crawfordsville,39.9756,-86.9199,243.507,2015-01-27 10:35:00-06,IN_ASOS
DCY,Daviess City,38.7004,-87.1297,141.0,2013-08-27 08:15:00-05,IN_ASOS
EKM,ELKHART MUNICIPA,41.72,-86.0,237.0,1981-08-01 09:00:00-05,IN_ASOS
EVV,EVANSVILLE,38.0441,-87.5205,117.0,1969-12-31 18:00:00-06,IN_ASOS
FWA,FORT WAYNE,40.97805,-85.18713000000001,248.0,1947-12-31 18:00:00-06,IN_ASOS
FKR,Frankfort ,40.2734,-86.5622,261.597,2014-08-20 13:15:00-05,IN_ASOS
FRH,French Lick,38.50622,-86.63694,237.245,,IN_ASOS
GYY,GARY REGIONAL,41.616279999999996,-87.41278,180.0,1981-08-01 10:00:00-05,IN_ASOS
GSH,GOSHEN,41.52722,-85.79222,252.0,1948-11-30 23:00:00-06,IN_ASOS
GPC,Greencastle,39.6354,-86.8155,255.93900000000002,2017-02-28 10:15:00-06,IN_ASOS
4I7,Greencastle,39.633559999999996,-86.81381,253.585,2014-03-14 16:35:00-05,IN_ASOS
GUS,GRISSOM AFB/PERU,40.64809,-86.15212,247.0,1969-12-31 18:00:00-06,IN_ASOS
HBE,Himsel Aaf,39.3417,-86.0305,214.47,2016-10-20 15:15:00-05,IN_ASOS
HNB,HUNTINGBURG,38.25,-86.95,161.0,1994-02-28 18:00:00-06,IN_ASOS
HHG,Huntington,40.8529,-85.4571,244.00799999999998,2014-02-05 09:35:00-06,IN_ASOS
IND,INDIANAPOLIS,39.70841,-86.30481999999999,241.0,1969-12-31 18:00:00-06,IN_ASOS
EYE,INDIANAPOLIS,39.825,-86.29583000000001,248.0,1996-06-30 19:53:00-05,IN_ASOS
TYQ,Indianapolis Exec,40.030640000000005,-86.25144,281.0,2008-04-30 19:05:00-05,IN_ASOS
HFY,Indianapolis - Greenwood Muni,39.6276,-86.088,249.97799999999998,2016-11-08 08:15:00-06,IN_ASOS
MQJ,Indianapolis Mount Comfort,39.8435,-85.8971,260.994,2013-10-17 21:54:00-05,IN_ASOS
C62,Kendallville,41.4739,-85.2541,304.407,2016-08-26 10:35:00-05,IN_ASOS
OXI,Knox,41.33019,-86.66481,208.8,2008-10-31 19:06:00-05,IN_ASOS
OKK,KOKOMO,40.52818,-86.05899000000001,253.0,2002-10-01 08:15:00-05,IN_ASOS
LAF,LAFAYETTE,40.41476,-86.93333,182.0,1972-12-31 18:00:00-06,IN_ASOS
PPO,La Porte,41.57247,-86.73453,241.049,2012-04-03 07:35:00-05,IN_ASOS
GGP,Logansport,40.7113,-86.3727,223.24099999999999,2011-10-29 19:35:00-05,IN_ASOS
IMS,Madison,38.7589,-85.4655,242.615,2015-03-06 08:32:00-06,IN_ASOS
MZZ,Marion,40.48986,-85.67973,261.8,1981-09-01 07:00:00-05,IN_ASOS
MGC,Michigan City,41.7033,-86.8212,197.082,2012-01-10 18:15:00-06,IN_ASOS
MCX,Monticello,40.7088,-86.7668,204.231,2013-12-13 07:55:00-06,IN_ASOS
MIE,MUNCIE,40.242470000000004,-85.39575,285.0,1972-12-31 18:00:00-06,IN_ASOS
1II,Nineveh,39.34172,-86.03055,214.46,2012-10-14 16:15:00-05,IN_ASOS
PLD,Portland,40.4508,-84.9901,278.69,,IN_ASOS
RZL,Rensselaer,40.9479,-87.18258,213.0,2011-05-23 11:35:00-05,IN_ASOS
RID,Richmond,39.7572,-84.8428,345.13199999999995,2017-03-09 11:55:00-06,IN_ASOS
RCR,Rochester,41.065529999999995,-86.18169,240.8,2003-05-31 00:05:00-05,IN_ASOS
GEZ,SHELBYVILLE,39.58314,-85.80481,245.0,1998-10-30 23:53:00-06,IN_ASOS
SBN,SOUTH BEND,41.70722,-86.31639,237.0,1948-01-01 05:00:00-06,IN_ASOS
HUF,TERRE HAUTE,39.45147,-87.30758,179.0,1972-12-31 18:00:00-06,IN_ASOS
VPZ,VALPARAISO,41.45397,-87.00708,231.0,1997-11-30 18:53:00-06,IN_ASOS
ASW,WARSAW MUNI,41.27469,-85.84006,259.0,2003-05-31 00:05:00-05,IN_ASOS
AMW,Ames,41.99044,-93.61851999999999,280.0,1996-09-30 00:53:00-05,IA_ASOS
BRL,BURLINGTON,40.77293,-91.12549,213.0,1948-01-01 00:00:00-06,IA_ASOS
CID,CEDAR RAPIDS,41.8829,-91.72459,265.0,1972-12-31 18:00:00-06,IA_ASOS
DSM,DES MOINES,41.53395,-93.65311,294.0,1936-01-01 01:00:00-06,IA_ASOS
DBQ,DUBUQUE,42.39835,-90.70914,329.0,1951-02-01 06:00:00-06,IA_ASOS
EST,ESTHERVILLE,43.40085,-94.74764,401.0,1987-06-30 08:00:00-05,IA_ASOS
IOW,IOWA CITY,41.63939,-91.54454,204.0,1996-07-01 02:53:00-05,IA_ASOS
LWD,LAMONI,40.63064,-93.90047,333.0,1973-01-01 02:00:00-06,IA_ASOS
MIW,MARSHALLTOWN,42.11061,-92.91632,297.0,1996-09-30 00:53:00-05,IA_ASOS
MCW,MASON CITY,43.154379999999996,-93.3261,370.0,1948-01-01 06:00:00-06,IA_ASOS
OTM,OTTUMWA,41.10079,-92.44459,258.0,1947-01-01 06:00:00-06,IA_ASOS
DVN,QUAD CITIES,41.61333,-90.59483,229.0,1996-07-01 04:54:00-05,IA_ASOS
SUX,SIOUX CITY,42.39168,-96.37948,336.0,1948-01-01 06:00:00-06,IA_ASOS
SPW,SPENCER,43.16822,-95.21009000000001,403.0,1996-07-31 06:50:00-05,IA_ASOS
ALO,Waterloo,42.55437,-92.40129,268.0,1949-01-01 07:00:00-06,IA_ASOS
3AU,Augusta,37.6716,-97.0779,405.839,2015-03-16 12:35:00-05,KS_ASOS
1K1,Benton,37.7744,-97.1132,413.555,2014-10-24 19:55:00-05,KS_ASOS
UKL,Burlington,38.302479999999996,-95.72496,357.5,2005-03-31 00:10:00-06,KS_ASOS
CNU,CHANUTE,37.67028,-95.48416999999999,305.0,1948-01-01 01:00:00-06,KS_ASOS
CFV,COFFEYVILLE,37.09405,-95.57189,226.0,1996-06-30 19:52:00-05,KS_ASOS
CBK,COLBY           ,39.427440000000004,-101.04661,971.0,1970-01-01 03:00:00-06,KS_ASOS
